item_id,domain,group,standards,item_information,prompt,option_a,option_b,option_c,correct,stem_graphic,answer_choice_a_graphic,answer_choice_b_graphic,answer_choice_c_graphic,location,stem_sm,option_a_sm,option_b_sm,option_c_sm,audio_intro,audio_stem,audio_a,audio_b,audio_c,x2014_15,x2015_16,x2016_17,x2017_18,x2018_19,diff15,diff16,diff17,diff18
S05LFS1.1M6,NA,5,S05LFS1.1,"M - This tree is sick. (Point to the tree.) What would help the tree grow better: a bucket, water, or a ball?",What would help the tree grow better?,spoon,water,ball,b,Tree23.ai,Spoon1.ai,Watering_Can1.ai,Ball_Stars1.ai,Plants_Outdoors/Household Objects/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.48,NA,NA,NA
S05LFS2.1H15,LFS - OI,5,S05LFS2.1,"H - Here are fox hunting mice to eat. (Point to prompt.) Where will the foxes find mice to eat: ocean, forest, or sky?",Where will the foxes find mice to eat?,ocean,forest,sky,b,Mice_Foxes.ai,Beach8.ai,Forest3.ai,Cloud_Sun2.ai,Animals/Plants_Outdoors/Weather,prompt  + graphic,graphic + word,graphic + word,graphic + word,Science_G5_S05LFS2.1H15_intro.mp3,Science_G5_S05LFS2.1H15_stem.mp3,Science_G5_S05LFS2.1H15_a.mp3,Science_G5_S05LFS2.1H15_b.mp3,Science_G5_S05LFS2.1H15_c.mp3,FT,OI,OI,OI,NA,-0.4,-0.4,-0.4,-0.4
S05LFS2.1H16,NA,5,S05LFS2.1,"H - Here is an eagle. (Point to eagle.) Where will the eagle find fish to eat: forest, desert or river?",Where will the eagle find fish to eat?,forest,desert,river,c,Bird6.ai,Forest3.ai,Desert2.ai,River10.ai,Animals/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.21,NA,NA,NA
S05LFS2.1H22,NA,5,S05LFS2.1,"H - Here is a fish. (Point to fish in prompt.) Where do fish live and find food to survive: field, city, or ocean?",Where do fish find food?,field,city,ocean,c,Fish1.ai,Cloud_Sun3.ai,City1.ai,Beach1.ai,Animal/Weather/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05LFS2.1H23,LFS - OI,5,S05LFS2.1,"H - Here is a tree. (Point to tree in prompt.) Which is habitat is made of trees: forest, river, or ocean?",Which habitat is made of trees?,forest,river,ocean,a,Tree6.ai,Forest3.ai,River10.ai,Beach1.ai,Plants_Outdoors,prompt  + graphic,graphic + word,graphic + word,graphic + word,Science_G5_S05LFS2.1H23_intro.mp3,Science_G5_S05LFS2.1H23_stem.mp3,Science_G5_S05LFS2.1H23_a.mp3,Science_G5_S05LFS2.1H23_b.mp3,Science_G5_S05LFS2.1H23_c.mp3,FT,OI,OI,OI,NA,-0.57,-0.57,-0.57,-0.57
S05LFS2.1H24,NA,5,S05LFS2.1,"H - Here is a cow on a prairie. (Point to cow in prompt.) Which from the prairie does a cow eat to survive: rabbit, Moon, or grass?",Which does a cow need to survive?,rabbit,Moon,grass,c,Sun_Horse.ai,Rabbit1.ai,Moon_Stars2.ai,Grass2.ai,Plants_Outdoors/Animals/Astronomy,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.57,NA,NA,NA
S05LFS2.1H31,NA,5,S05LFS2.1,"H - Here is a bear. (Point to bear.) Where might a bear get water to survive: tree, lake, or cave?",Where might a bear get water to survive?,tree,lake,cave,b,Bear1.ai,Tree3.ai,Lake3.ai,Cave.ai,Animals/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.08,NA,NA,NA
S05LFS2.1H32,NA,5,S05LFS2.1,"H - Here is a moose. (point to picture as you read.) Where would a moose get water to survive: stream, cave, or volcano?",Where would a moose get water to survive?,stream,cave,volcano,a,Moose1.ai,River10.ai,Cave.ai,Volcano1.ai,Animals/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.23,NA,NA,NA
S05LFS2.1H6,NA,5,S05LFS2.1,"H - This is a tree. (Point to tree.) Which in this environment gives the tree water to grow: boulders, the Sun, or the river?",Which in this environment gives the tree water to grow?,boulders,Sun,river,c,River6.ai,Rock1.ai,Sun1.ai,River7.ai,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05LFS2.1H7,NA,5,S05LFS2.1,"H - Here is a coyote hunting a squirrel. (Point to coyote and squirrel.) Where in the environment will the coyote find squirrels to hunt: ocean, sky, or forest?",Where in the environment will the coyote find squirrels to hunt?,ocean,sky,forest,c,Coyote_Squirrel.ai,Beach1.ai,Cloud_Sun2.ai,Forest3.ai,Animals/Plants_Outdoors/Weather,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.6,NA,NA,NA
S05LFS2.1H8,NA,5,S05LFS2.1,"H - This is an island. (Point to island.) What could be food for a person on this island: sand, coconuts, or driftwood?",What could be food for a person on this island?,sand,coconuts,driftwood,b,Island.ai,Island3.ai,Coconut2.ai,Wood.ai,Plants_Outdoors/Food/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.77,NA,NA,NA
S05LFS2.1L1,NA,5,S05LFS2.1,"L - This is a plant. (Point to prompt.) Which is also a plant: lizard, flower, or rock?",Which is also a plant?,lizard,flower,rock,b,Plant2.ai,Lizard2.ai,Flower4.ai,Rock1.ai,Plants_Outdoors/Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.82,NA,NA,NA
S05LFS2.1L10,NA,5,S05LFS2.1,"L - Here are three pictures. (Point to answer choices.) Which is a plant: tree, pen or, bear?",Which is a plant?,tree,pen,bear,a,NA,Tree1.ai,Pen.ai,Bear1.ai,Plants_Outdoors/Household Objects/Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.83,NA,NA,NA
S05LFS2.1L11,NA,5,S05LFS2.1,"L - Here are three pictures of living things. (Point to answer choices.) Which is an animal: grass, mushroom, or frog?",Which is an animal?,grass,mushroom,frog,c,NA,Grass2.ai,Mushroom2.ai,Frog1.ai,Plants_Outdoors/Food/Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05LFS2.1L17,NA,5,S05LFS2.1,"L - Here are three living things. (Point to answer choices.) Which is an animal: cow, mushroom, or flower?",Which is an animal?,cow,mushroom,flower,a,NA,Cow1.ai,Mushroom1.ai,Flower2.ai,Animal/Food/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.3,NA,NA,NA
S05LFS2.1L18,NA,5,S05LFS2.1,"L - Here are three living things. (Point to answer choices.) Which is a plant: cow, flower, or mouse?",Which is a plant?,cow,flower,mouse,b,NA,Cow1.ai,Flower2.ai,Mouse6.ai,Animal/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.27,NA,NA,NA
S05LFS2.1L2,NA,5,S05LFS2.1,"L - This dog is an animal. (Point to dog.) Which is also an animal: grass, sand, or cat?",Which is also an animal?,grass,sand,cat,c,Dog5.ai,Grass2.ai,Sand_Pile1.ai,Cat1.ai,Animals/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.68,NA,NA,NA
S05LFS2.1L25,LFS - OI,5,S05LFS2.1,"L - Here are three pictures. (Point to answer choices.) Which eats food to live: dog, television, or book?",Which eats food to live?,dog,television,book,a,NA,Dog1.ai,TV1.ai,Book1.ai,Animals/Household Objects/Classroom,NA,graphic + word,graphic + word,graphic + word,Science_G5_S05LFS2.1L25_intro.mp3,Science_G5_S05LFS2.1L25_stem.mp3,Science_G5_S05LFS2.1L25_a.mp3,Science_G5_S05LFS2.1L25_b.mp3,Science_G5_S05LFS2.1L25_c.mp3,FT,OI,OI,OI,NA,-0.08,-0.08,-0.08,-0.08
S05LFS2.1L26,NA,5,S05LFS2.1,"L - Here are three living things. (Point to answer choices.) Which is a decompser mushroom: A, B, or C?",Which is a decomposer mushroom?,A,B,C,c,NA,Flower2.ai,Cat1.ai,Mushroom1.ai,Plants_Outdoors/Animals/Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05LFS2.1L27,NA,5,S05LFS2.1,"L - Here are three pictures. (Point to answer choices.) Which is a plant: tree, ball, or horse?",Which is a plant?,tree,ball,horse,a,NA,Tree6.ai,Soccer5.ai,Horse1.ai,Plants_Outdoors/Sports/Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.46,NA,NA,NA
S05LFS2.1L9,NA,5,S05LFS2.1,"L - Here are three pictures. (Point to answer choices.) Which is an animal: pencil, rabbit, or flower?",Which is an animal?,pencil,rabbit,flower,b,NA,Pencil1.ai,Rabbit1.ai,Flower2.ai,Classroom/Animals/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.45,NA,NA,NA
S05LFS2.1M12,LFS - OI,5,S05LFS2.1,"M - Here is deer. (Point to the deer.) Which does the deer eat to survive: berries, rocks, or wolves?",Which of these does the deer eat to survive?,berries,rocks,wolves,a,Deer1.ai,Bush1.ai,Rock1.ai,Wolves.ai,Animals/Plants_Outdoors,prompt  + graphic,graphic + word,graphic + word,graphic + word,Science_G5_S05LFS2.1M12_intro.mp3,Science_G5_S05LFS2.1M12_stem.mp3,Science_G5_S05LFS2.1M12_a.mp3,Science_G5_S05LFS2.1M12_b.mp3,Science_G5_S05LFS2.1M12_c.mp3,FT,OI,OI,OI,NA,0.86,0.86,0.86,0.86
S05LFS2.1M13,NA,5,S05LFS2.1,"M - Here is a bear. (Point to the bear.) Which of these does the bear eat to survive: crayon, fish, or bread?",Which of these does the bear eat to survive?,crayon,fish,bread,b,Polar_Bear1.ai,Crayon6.ai,Fish1.ai,Bread1.ai,Animals/Classroom/Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.35,NA,NA,NA
S05LFS2.1M14,NA,5,S05LFS2.1,"M - Here is a bird. (Point to bird.) Which does the bird eat to survive: worms, dog, or candy?",Which of these does the bird need to survive?,worms,cat,candy,a,Bird_In_Nest1.ai,Worms2.ai,Cat1.ai,Candy4.ai,Animals/Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.59,NA,NA,NA
S05LFS2.1M19,LFS - FT,5,S05LFS2.1,"M - This is a plant. (Point to prompt.) Which helps a plant grow: cow, soil, or car?",Which helps a plant grow?,cow,soil nutrients,car,b,Grass1.ai,Cow2.ai,Pot4.ai,Car1.ai,Plants_Outdoors/Animals/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.06,NA,NA
S05LFS2.1M20,NA,5,S05LFS2.1,"M - This is a tiger. (Point to tiger in prompt.) Which does the tiger need to survive: water, fire, or car?",Which does the tiger need to survive?,water,fire,car,a,Tiger1.ai,Lake1.ai,Fire2.ai,Car1.ai,Animals/Plants_Outdoors/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.15,NA,NA,NA
S05LFS2.1M21,NA,5,S05LFS2.1,"M - This is a plant. (Point to plant in prompt.)  Which helps a plant grow: cow, water, or scale?",Which helps a plant grow?,cow,water,scale,b,Grass1.ai,Cow2.ai,Lake1.ai,Scale1.ai,Plants_Outdoors/Animals/Measurement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.26,NA
S05LFS2.1M28,NA,5,S05LFS2.1,"M - Here is a flower.  (Point to flower.) Which does a flower need to grow: water, fire, or computer?",Which does a flower need to grow?,water,fire,computer,a,Flower4.ai,Water1.ai,Fire2.ai,Computer1.ai,Plants_Outdoors/Food/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.86,NA,NA,NA
S05LFS2.1M29,NA,5,S05LFS2.1,"M - Here is a cow. (Point to prompt.) Which helps a cow survive: pencil, rope, or grass?",Which helps a cow survive?,pencil,rope,grass,c,Cow1.ai,Pencil10.ai,Rope1.ai,Grass1.ai,Animals/Classroom/Misc./Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.08,NA,NA,NA
S05LFS2.1M3,NA,5,S05LFS2.1,"M - This is a mouse. (Point to mouse.) Which does a mouse need to survive: rocks, water, or candy?",Which does a mouse need to survive?,rocks,water,candy,b,Mouse7.ai,Rock1.ai,Watering_Can1.ai,Candy4.ai,Animals/Plants_Outdoors/Household Ojects/Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
S05LFS2.1M30,NA,5,S05LFS2.1,"M - Here is a fox. (Point to the fox.) Which does a fox eat to survive:  scissors, rabbit, or tree?",Which does a fox eat to survive?,scissors,rabbit,tree,b,Fox3.ai,Scissors.ai,Rabbit1.ai,Tree3.ai,Animals/Household Objects/Plants_Outdoors,prompt  + graphic,graphic + word,graphic + word,graphic + word,Science_G5_S05LFS2.1M30_intro.mp3,Science_G5_S05LFS2.1M30_stem.mp3,Science_G5_S05LFS2.1M30_a.mp3,Science_G5_S05LFS2.1M30_b.mp3,Science_G5_S05LFS2.1M30_c.mp3,FT,OI,OI,OI,NA,0.18,0.18,0.18,0.18
S05LFS2.1M4,NA,5,S05LFS2.1,"M - Here is a tree. (Point to tree.) What does this tree need to survive: soil, mice, or keys?",What does this tree need to survive?,soil,mice,keys,a,Tree1.ai,Sand_Pile3.ai,Mouse8.ai,Key2.ai,Plants_Outdoors/Animals/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.36,NA,NA,NA
S05LFS2.1M5,LFS - OI,5,S05LFS2.1,"M - Here is a cat. (Point to cat.) What does this cat need to survive: dog, air, or books?",What does this cat need to survive?,dog,air,books,b,Cat1.ai,Dog2.ai,Wind4.ai,Book11.ai,Animals/Weather/Classroom,prompt  + graphic,graphic + word,graphic + word,graphic + word,Science_G5_S05LFS2.1M5_intro.mp3,Science_G5_S05LFS2.1M5_stem.mp3,Science_G5_S05LFS2.1M5_a.mp3,Science_G5_S05LFS2.1M5_b.mp3,Science_G5_S05LFS2.1M5_c.mp3,FT,OI,OI,OI,NA,1.1,1.1,1.1,1.1
S05LFS2.1MSAMPLE,NA,5,S05LFS2.1,"M - Here is a frog. (Point to frog.) Which of these does the frog eat to survive: sticks, insects, or bird?",Which of these does the frog eat to survive?,sticks,insects,bird,b,Frog1.ai,Sticks1.ai,Fly2.ai,Bird17.ai,Animals/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.1H07,NA,5,S05PHS1.1,"H - Here are three pictures. (Point to student materials.) Which is part of water: a molecule, cup, or lake?",Which is part of water?,molecule,cup,lake,a,NA,H2O.ai,Cup1.ai,Lake21.ai,Biology/Household Objects/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,3.98,NA
S05PHS1.1H08,NA,5,S05PHS1.1,"H - Here are three animals. (Point to animals.) Which is a tiny part of all animals: hand, branch, or cells?",Which is a tiny part of all animals?,hand,branch,cells,c,Horse_Cat_Deer.ai,Hand3.ai,Branch1.ai,Cells1.ai,Animals/People/Plants_Outdoors/Biology,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.1H14,PHS - FT,5,S05PHS1.1,"H - Here is a glass of water. (Point to prompt.) Which shows a part of the water that is too small be seen with your eyes: a molecule, glass, or rock?",Which shows a part of the water that is too small be seen with your eyes?,molecule,glass,rock,a,Water4.ai,H2O.ai,Cup5.ai,Rock1.ai,Food/Biology/Household Objects/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,2.96,NA,NA
S05PHS1.1H15,NA,5,S05PHS1.1,"H - Here is a dog. (Point to prompt.) Which shows a part of the dog that is too small to see with your eyes: hand, cells, or plant?",Which shows a part of the dog that is too small to see with your eyes?,hand,cells,plant,b,Wolf.ai,Paw1.ai,Cells1.ai,Tomato_Plant1.ai,Animals/Biology/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.1H16,NA,5,S05PHS1.1,"H - Here is a tree. (Point to prompt.) Which shows a part of the tree that is too small to see with your eyes: flower, arm, or cells?",Which shows a part of the tree that is too small to see with your eyes?,flower,arm,cells,c,Tree1.ai,Flower2.ai,Arm1.ai,Cells2.ai,Plants_Outdoors/People/Biology,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.1H23,NA,5,S05PHS1.1,"H - Here is a flower. (Point to the flower.) Which is the flower made of: salt, cells, or dirt?",Which is the flower made of?,salt,cells,dirt,b,Flower2.ai,Na+_Cl-.ai,Cells1.ai,Sand_Pile1.ai,Plants_Outdoors/Biology,prompt  + graphic,graphic + word,graphic + word,graphic + word,Science_G5_S05PHS1.1H23_intro.mp3,Science_G5_S05PHS1.1H23_stem.mp3,Science_G5_S05PHS1.1H23_a.mp3,Science_G5_S05PHS1.1H23_b.mp3,Science_G5_S05PHS1.1H23_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,2.9291
S05PHS1.1H24,NA,5,S05PHS1.1,"H - Here is the atmosphere. (Point to the prompt.)  Which is part of the atmosphere: deer, soil, or cloud?",Which is part of the atmosphere?,deer,soil,cloud,c,Cloud_Sun1.ai,Deer1.ai,FLower39.ai,Cloud14.ai,Weather/Animals/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
S05PHS1.1H30,NA,5,S05PHS1.1,"H - Here is a molecule of water. (Point to prompt.) Which is part of water: ice, oxygen, or fire?",Which is part of water?,ice,oxygen,fire,b,H2O.ai,Ice_Cube1.ai,Oxygen.ai,Fire1.ai,Biology/Food/Plants_Outdoors,prompt  + graphic,graphic + word,graphic + word,graphic + word,Science_G5_S05PHS1.1H30_intro.mp3,Science_G5_S05PHS1.1H30_stem.mp3,Science_G5_S05PHS1.1H30_a.mp3,Science_G5_S05PHS1.1H30_b.mp3,Science_G5_S05PHS1.1H30_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,3.5059
S05PHS1.1H31,NA,5,S05PHS1.1,"H - Here are three different kinds of plants. (Point to the plants.) Which is a tiny part of all plants: cup, paper, or cells?",Which is a tiny part of all plants?,cup,paper,cells,c,Flower_Grass_Tree.ai,Cup4.ai,Paper1.ai,Cells3.ai,Plants_Outdoors/Household Objects/Classroom/Biology,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.1H32,NA,5,S05PHS1.1,"H - Here is a piece of bread. (Point to the bread.) Which is part of bread: flour, peanut butter, or clock?",Which is part of bread?,flour,peanut butter,clock,a,Bread7.ai,Flour1.ai,Peanut_Butter.ai,Clock2.ai,Food/Time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,2.16,NA
S05PHS1.1L01,NA,5,S05PHS1.1,"L - This is a house. (Point to the house.) Which is smaller part of the house: apple, window, or road?",Which is smaller part of the house?,apple,window,road,b,House4.ai,Apple1.ai,Window2.ai,Road.ai,Plants_Outdoors/Food/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.1L02,NA,5,S05PHS1.1,"L - Here is a wheel. (Point to the wheel.) Which has wheels: car, boat, or house?",Which has wheels?,car,boat,house,a,Wheel1.ai,Car1.ai,Boat1.ai,House1.ai,Transportation/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.1L03,NA,5,S05PHS1.1,"L - This tower is made of blocks. (Point to student materials.) Which is the same as one of the blocks: circle, triangle, or cube?",Which is the same as one of the blocks?,circle,triangle,cube,c,Block_Tower.ai,Circle1.ai,Triangle1.ai,3D_Box13.ai,Misc./Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.1L09,NA,5,S05PHS1.1,"L - Here is a house. (Point to the house.) Which shows a part of the house: wheel, rocks, or window?",Which shows a part of the house?,wheel,rocks,windows,c,House1.ai,Wheel1.ai,Rock1.ai,Window2.ai,Plants_Outdoors/Transportation/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.1L10,NA,5,S05PHS1.1,"L - Here is a truck. (Point to the truck.) Which shows smaller parts of the truck: person, scissors, or wheels?",Which shows smaller parts of the truck?,person,scissors,wheels,c,Truck1.ai,Girl27.ai,Scissors.ai,Wheel3.ai,Transportation/People/Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.1L17,NA,5,S05PHS1.1,"L - Here is a place setting. (Point to prompt.) Which is part of the place setting: fork, chair, or train?",Which is part of the place setting?,fork,chair,train,a,Plate_Cup_Silverwear.ai,Fork4.ai,Chair2.ai,Train3.ai,Household Objects/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.1L18,NA,5,S05PHS1.1,"L - Here is a pizza. (Point to the pizza.) Which is part of the pizza: apple, pepperoni, or airplane?",Which is part of the pizza?,apple,pepperoni,airplane,b,Pizza1.ai,Apple1.ai,Pepperoni.ai,Plane1.ai,Food/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.1L19,NA,5,S05PHS1.1,"L - Here is a house. (Point to the house.) Which is part of the house: window, tree, or motorcycle?",Which is part of the house?,window,tree,motorcycle,a,House1.ai,Window2.ai,Tree1.ai,Motorcycle3.ai,Plants_Outdoors/Household Objects/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.1L25,NA,5,S05PHS1.1,"L - Here is a bus. (Point to the bus.) Which is part of the bus: table, seat, or horse?",Which is part of the bus?,table,seat,horse,b,Bus6.ai,Table2.ai,Seat.ai,Horse1.ai,Transportation/Household Objects/Misc./Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.38,NA,NA,NA
S05PHS1.1L26,NA,5,S05PHS1.1,"L - Here is a bicycle.  (Point to the bicycle.)  Which is part of the bicycle: person, sandwich, or wheel?",Which is part of the bicycle?,person,sandwich,wheel,c,Bicycle1.ai,Boy3.ai,Sandwich1.ai,Wheel1.ai,Transportation/People/Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.81,NA,NA,NA
S05PHS1.1LSAMPLE,NA,5,S05PHS1.1,"L - Here is a car. (Point to the car.) Which shows a smaller part of the car: wheels, person, or pencil?",Which shows a smaller part of the car?,wheel,person,pencil,a,Car2.ai,Wheel4.ai,Boy3.ai,Pencil1.ai,Transportation/People/Classroom,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,OI,NA,NA,NA,-0.76,-0.76,NA
S05PHS1.1M04,NA,5,S05PHS1.1,"M - This is a tree. (Point to tree.) Which is part of the tree: feather,  branch, or arm?",Which is part of the tree?,feather,branch,arm,b,Tree11.ai,Feather.ai,Branch1.ai,Arm1.ai,Plants_Outdoors/Misc./People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.1M05,NA,5,S05PHS1.1,"M - This is a dog. (Point to dog.) Which is part of the dog: fur, hand, or feathers?",Which is part of the dog?,fur,hand,feathers,a,Dog1.ai,Fur2.ai,Hand3.ai,Feather.ai,Animals/People/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.1M06,NA,5,S05PHS1.1,"M - This is a computer.  (Point to computer.)   Which shows a smaller part of the computer: window, keyboard, or table?",Which shows a smaller part of the computer?,window,keyboard,table,b,Computer2.ai,Window2.ai,Keyboard.ai,Table2.ai,Classroom/Household Objects/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.1M11,NA,5,S05PHS1.1,"M- Here is a computer. (Point to the computer.) Which is a part of the computer: pencil, calculator, or keyboard?",Which is a part of the computer?,pencil,calculator,keyboard,c,Computer2.ai,Pencil1.ai,Calculator2.ai,Keyboard.ai,Classroom/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.1M12,NA,5,S05PHS1.1,"M - Here is a cat. (Point to the cat.) Which shows a smaller part of the cat: tail, wings, or flower?",Which shows a smaller part of the cat?,tail,wings,flowers,a,Cat1.ai,Tail2.ai,Wings.ai,Flower4.ai,Animals/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.1M13,NA,5,S05PHS1.1,"M - Here is a frog. (Point to the frog.) Which is a part of the frog: tail, wings, or legs?",Which is a part of the frog?,tail,wings,legs,c,Frog1.ai,Tail3.ai,Wings.ai,Frog_Legs.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.1M20,NA,5,S05PHS1.1,"M - Here is a tree. (Point to the tree.) Which is part of the tree: bird, leaf, or car?",Which is part of the tree?,bird,leaf,car,b,Tree1.ai,Bird1.ai,Leaf3.ai,Car2.ai,Plants_Outdoors/Animals/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.3,NA,NA,NA
S05PHS1.1M21,NA,5,S05PHS1.1,"M - Here is an dragonfly. (Point to the insect.) Which shows a part of the dragonfly: hive, ball, or wing?",Which is part of the dragonfly?,hive,ball,wing,c,Dragon_Fly1.ai,Bee_Hive1.ai,Soccer5.ai,Dragon_Fly_Wings.ai,Animals/Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.1M22,NA,5,S05PHS1.1,"M - Here is a fish. (Point to the fish.) Which is a smaller part of the fish: fin, plant or bicycle?",Which is a smaller part of the fish?,fin,plant,bicycle,a,Fish3.ai,Fish_Fin1.ai,Grass1.ai,Bicycle1.ai,Animals/Plants_Outdoors,prompt  + graphic,graphic + word,graphic + word,graphic + word,Science_G5_S05PHS1.1M22_intro.mp4,Science_G5_S05PHS1.1M22_stem.mp4,Science_G5_S05PHS1.1M22_a.mp4,Science_G5_S05PHS1.1M22_b.mp4,Science_G5_S05PHS1.1M22_c.mp4,FT,NA,NA,OI,NA,-0.74,NA,NA,0.028
