item_id,group,standards,item_information,prompt,option_a,option_b,option_c,correct,brt_response,stem_graphic,answer_choice_a_graphic,answer_choice_b_graphic,answer_choice_c_graphic,location,stem_sm,option_a_sm,option_b_sm,option_c_sm,audio_intro,audio_stem,audio_a,audio_b,audio_c,x2014_15,x2015_16,x2016_17,x2017_18,x2018_19,diff15,diff16,diff17,diff18
M08TNS1.1_L02,8,M08TNS1.1,"(L) Here is a math problem. (Point to student materials.)You sold .5 of a pie. How much pie do you have left: .5, 1, or 2?",How much pie do you have left?,0.5,1,2,a,NA,Boy_Pie.ai,NA,NA,NA,People,prompt + graphic,number only,number only,number only,Math_G8_M08TNS1.1_L02_intro.mp3,Math_G8_M08TNS1.1_L02_stem.mp3,Math_G8_M08TNS1.1_L02_a.mp3,Math_G8_M08TNS1.1_L02_b.mp3,Math_G8_M08TNS1.1_L02_c.mp3,FT,OI,OI,OI,NA,1.66,1.66,1.66,1.66
M08TNS1.1_L03,8,M08TNS1.1,"(L) Here is a math problem. (Point to student materials.) Jill fills 2 buckets with berries, and Mary fills half of one bucket with berries. What is the total amount berries collected in the buckets: 1, 2.5, or 3?",What is the total amount of berries collected?,1,2.5,3,b,NA,Girls_Buckets.ai,NA,NA,NA,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.84,NA,NA,NA
M08TNS1.1_L04,8,M08TNS1.1,"(L) Here is a math problem. (Point to student materials.) Mark eats 1/2 of the sandwich and Bob eats 1/2 of the sandwich. How much of the sandwich is left: 0, .5, or 1?",How much sandwich is left?,0,0.5,1,a,NA,Boys_Plates.ai,NA,NA,NA,People,prompt + graphic,number only,number only,number only,Math_G8_M08TNS1.1_L04_intro.mp3,Math_G8_M08TNS1.1_L04_stem.mp3,Math_G8_M08TNS1.1_L04_a.mp3,Math_G8_M08TNS1.1_L04_b.mp3,Math_G8_M08TNS1.1_L04_c.mp3,FT,OI,OI,OI,NA,0.46,0.46,0.46,0.46
M08TNS1.1_M05,8,M08TNS1.1,"(M) Here is a math problem. (Point to student materials.) Joe has .25 of his cookie left and Sam has .75 of his cookie left. Together how much cookie do they have left: .5, 1, or 2?",Together how much cookie do they have left?,0.5,1,2,b,NA,Boys_Cookies.ai,NA,NA,NA,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.99,NA,NA,NA
M08TNS1.1_M06,8,M08TNS1.1,"(M) Here is a math problem. (Point to student materials.) Two boys each pour 1/3 cup of water from a cup with 2/3 cups of water. How many cups of water are left: 0, 1, or 2?",How many cups of water are left?,0,1,2,a,NA,Water30.ai,NA,NA,NA,Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
M08TNS1.1_M07,8,M08TNS1.1,"(M) Here is 1/4 of a pizza. (Point to student materials.) If you took 1/4 of this piece, how muchof the total pizza would you have: 1/16, 1/4, or 1?","If you took 1/4 of this piece, how much of the total pizza would you have?",41655,41643,1,a,NA,Pizza27.ai,NA,NA,NA,Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
M08TNS1.1_M08,8,M08TNS1.1,"(M) Here is a math problem. (Point to student materials.) There are two pies, each with .75 left. How much total pie is there: 1, 1.5, or 2?",How much total pie is there?,1,1.5,2,b,NA,Pie10.ai,NA,NA,NA,Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.61,NA,NA,NA
M08TNS1.1_SAMPLE,8,M08TNS1.1,"(H) Here is a math problem with mixed numbers (Point to student materials.) If you pick 2 1/2 baskets of apples and your friend picks 3 1/2 more, how many baskets do you have all together: 4, 5, or 6?",How many baskets do you have all together?,4,5,6,c,NA,Girl_Boy_Apples,NA,NA,NA,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
M08TNS1.2_H09,8,M08TNS1.2,"(H) Here is a number line. (Point to student materials.) Where is the square root of 81 on the number line: 9, 8, or 7?",Where is the square root of 81 on the number line?,9,8,7,a,NA,NumberLine_5-10a.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.61,NA,NA,NA
M08TNS1.2_H10,8,M08TNS1.2,"(H) Here is a number line. (Point to student materials.) Where is the square root of 100 on the number line: 11, 10, or 12?",Where is the square root of 100 on the number line?,11,10,12,b,NA,NumberLine_9-13.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.02,NA,NA,NA
M08TNS1.2_H11,8,M08TNS1.2,"(H) Here is a number line. (Point to student materials.) Find pi, which is about 3.14, on this number line. Is pi at A, B, or C?","Find pi, which is about 3.14, on this number line. Is pi at A, B, or C?",A,B,C,c,NA,NumberLine_0-5ABC.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.2,NA,NA,NA
M08TNS1.2_H12,8,M08TNS1.2,"(H) Here is a number line. (Point to student materials.) Find the square root of 2 on the number line. Is it at 0, 1, or 1.41?","Find the square root of 2 on the number line. Is it at 0, 1, or 1.41?",0,1,1.41,c,NA,NumberLine_0-4b.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.02,NA,NA,NA
M08TNS1.2_L01,8,M08TNS1.2,"(L) Here is the square root of 1. The square root of one is the number that equals one when multiplied by itself (Point to student materials.) Which equals one: 0 X 0, 1 X 1, or 2 X 2?","√1

Which equals one?",0 X 0,1 X 1,2 X 2,b,NA,NumberLine_2-6a.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.49,NA,NA,NA
M08TNS1.2_L02,8,M08TNS1.2,"(L) Here is the square root of 4. The square root of four is the number that equals four when multiplied by itself (Point to student materials.) Which equals four: 0 X 0, 1 X 1, or 2 X 2?","√4

Which equals four?",0 X 0,1 X 1,2 X 2,c,NA,NumberLine_4-8.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.66,NA,NA,NA
M08TNS1.2_L03,8,M08TNS1.2,"(L) Here is the square root of 9. The square root of nine is the number that equals nine when multiplied by itself  (Point to student materials.) Which equals nine: 1 X 1, 2 X 2, or 3 X 3?","√9

Which equals nine?",1 X 1,2 X 2,3 X 3,c,NA,NumberLine_5-10a.ai,NA,NA,NA,Graphs_Number Lines_Tables,prompt (SM),numbers only,numbers only,numbers only,Math_G8_M08TNS1.2_L03_intro.mp3,Math_G8_M08TNS1.2_L03_stem.mp3,Math_G8_M08TNS1.2_L03_a.mp3,Math_G8_M08TNS1.2_L03_b.mp3,Math_G8_M08TNS1.2_L03_c.mp3,FT,OI,OI,OI,NA,-0.79,-0.79,-0.79,-0.79
M08TNS1.2_L04,8,M08TNS1.2,"(L) Here is the square root of 16. The square root of 16 is the number that equals 16 when multiplied by itself . (Point to student materials.) Which equals 16: 2 X 2, 4 X 4, or 8 X 8?","√16

Which equals 16?",2 X 2,4 X 4,8 X 8,b,NA,NumberLine_5-10b.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,1.2,NA,NA,NA
M08TNS1.2_M05,8,M08TNS1.2,"(M) Here is a number line. (Point to student materials.) Where is the square root of 25 on the number line: 3, 4, or 5?",Where is the square root of 25 on the number line?,3,4,5,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.09,NA,NA,NA
M08TNS1.2_M06,8,M08TNS1.2,"(M) Here is a number line. (Point to student materials.) Where is the square root of 36 on the number line: 4, 6, or 8?",Where is the square root of 36 on the number line?,4,6,8,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.99,NA,NA,NA
M08TNS1.2_M07,8,M08TNS1.2,"(M) Here is a number line. (Point to student materials.) Where is the square root of 49 on the number line: 7, 8, or 9?",Where is the square root of 49 on the number line?,7,8,9,a,NA,NA,NA,NA,NA,NA,prompt + graphic,number only,number only,number only,Math_G8_M08TNS1.2_M07_intro.mp3,Math_G8_M08TNS1.2_M07_stem.mp3,Math_G8_M08TNS1.2_M07_a.mp3,Math_G8_M08TNS1.2_M07_b.mp3,Math_G8_M08TNS1.2_M07_c.mp3,FT,OI,OI,OI,NA,2.41,2.41,2.41,2.41
M08TNS1.2_M08,8,M08TNS1.2,"(M) Here is a number line. (Point to student materials.) Where is the square root of 64 on the number line: 6, 8, or 9?",Where is the square root of 64 on the number line?,6,8,9,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
M08TNS1.2_SAMPLE,8,M08TNS1.2,"(M) Here is the number 49. (Point to student materials.) Which equals 49 when multiplied by itself: 4, 7, or 10?","49

What number equals 49 when multiplied by itself?",4,7,10,b,NA,NA,NA,NA,NA,NA,prompt (SM),number only,number only,number only,Math_G8_M08TNS1.2_SAMPLE_intro.mp3,Math_G8_M08TNS1.2_SAMPLE_stem.mp3,Math_G8_M08TNS1.2_SAMPLE_a.mp3,Math_G8_M08TNS1.2_SAMPLE_b.mp3,Math_G8_M08TNS1.2_SAMPLE_c.mp3,NA,FT,OI,OI,NA,NA,1.7,1.7,1.7
